DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION,GROUP_L1_NAME,GROUP_L2_NAME,GROUP_L3_NAME,GROUP_L3_CODE
01181,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done",Pulmonary TB NEC-no exam,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01182,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)",Pulmon TB NEC-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01183,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy",Pulmon TB NEC-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01184,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Pulmon TB NEC-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01185,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Pulmon TB NEC-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01186,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Pulmon TB NEC-oth test,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01190,"Pulmonary tuberculosis, unspecified, unspecified",Pulmonary TB NOS-unspec,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01191,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done",Pulmonary TB NOS-no exam,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01192,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",Pulmon TB NOS-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01193,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",Pulmon TB NOS-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01194,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Pulmon TB NOS-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01195,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Pulmon TB NOS-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01196,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Pulmon TB NOS-oth test,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,011
01200,"Tuberculous pleurisy, unspecified",TB pleurisy-unspec,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01201,"Tuberculous pleurisy, bacteriological or histological examination not done",TB pleurisy-no exam,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01202,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",TB pleurisy-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01203,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",TB pleurisy-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01204,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB pleurisy-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01205,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB pleurisy-histolog dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01206,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB pleurisy-oth test,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01210,"Tuberculosis of intrathoracic lymph nodes, unspecified",TB thoracic nodes-unspec,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01211,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",TB thorax node-no exam,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01212,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",TB thorax node-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01213,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",TB thorax node-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01214,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB thorax node-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01215,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB thorax node-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01216,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB thorax node-oth test,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01220,"Isolated tracheal or bronchial tuberculosis, unspecified",Isol tracheal tb-unspec,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01221,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",Isol tracheal tb-no exam,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01222,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",Isol trach tb-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01223,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",Isolat trach tb-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01224,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Isol tracheal tb-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01225,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Isolat trach tb-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01226,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Isolat trach tb-oth test,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01230,"Tuberculous laryngitis, unspecified",TB laryngitis-unspec,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01231,"Tuberculous laryngitis, bacteriological or histological examination not done",TB laryngitis-no exam,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01232,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",TB laryngitis-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01233,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",TB laryngitis-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01234,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB laryngitis-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01235,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB laryngitis-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01236,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB laryngitis-oth test,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01280,"Other specified respiratory tuberculosis, unspecified",Resp TB NEC-unspec,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01281,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",Resp TB NEC-no exam,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01282,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",Resp TB NEC-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01283,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",Resp TB NEC-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01284,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Resp TB NEC-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01285,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Resp TB NEC-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01286,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Resp TB NEC-oth test,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,012
01300,"Tuberculous meningitis, unspecified",TB meningitis-unspec,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01301,"Tuberculous meningitis, bacteriological or histological examination not done",TB meningitis-no exam,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01302,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)",TB meningitis-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01303,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",TB meningitis-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01304,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB meningitis-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01305,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB meningitis-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01306,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB meningitis-oth test,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01310,"Tuberculoma of meninges, unspecified",Tubrclma meninges-unspec,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01311,"Tuberculoma of meninges, bacteriological or histological examination not done",Tubrclma mening-no exam,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01312,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)",Tubrclma menin-exam unkn,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01313,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy",Tubrclma mening-micro dx,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01314,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tubrclma mening-cult dx,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01315,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Tubrclma mening-histo dx,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
01316,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tubrclma mening-oth test,Infectious And Parasitic Diseases,Tuberculosis,Tuberculosis of meninges and central nervous system,013
